experimentalBlock.thisRepN,experimentalBlock.thisTrialN,experimentalBlock.thisN,experimentalBlock.thisIndex,thisRow.t,notes,Instruction.started,instImage.started,Instruction.stopped,Instruction2.started,instImage2.started,Instruction2.stopped,starttask.started,startText.started,moveOn_3.started,starttask.stopped,moveOn_3.keys,moveOn_3.rt,moveOn_3.duration,sequenceGeneration.started,sequenceGeneration.stopped,experimentalTrial.started,myExp.trial,myExp.word,myExp.color,myExp.congruent,myExp.expectedResponse,stroopStim.started,stroopResp.started,experimentalTrial.stopped,myExp.observedResponse,myExp.trialDuration,myExp.Accuracy,myExp.RT_allTrials,myExp.RT_correctTrials,myExp.step,stroopResp.keys,stroopResp.corr,stroopResp.rt,stroopResp.duration,blank.started,fbSound.started,blankPeriod.started,fbSound.stopped,blank.stopped,stroopStim.stopped,stroopResp.stopped,End.started,endImage.started,endText.started,moveOn_4.started,End.stopped,moveOn_4.keys,moveOn_4.rt,moveOn_4.duration,participant,date,expName,psychopyVersion,frameRate,expStart,
161,0,161,0,114.17866349999895,,,,,,,,,,,,,,,,,114.15710000000036,162,green,green,1.0,c,114.17866349999895,114.17866349999895,114.57062880000012,c,0.5480918999994169,1.0,0.37568650000139314,0.37568650000139314,0.0,c,1,0.37568650000139314,None,114.57788579999942,0.000720500000170432,0.000720500000170432,0.1626317000009294,114.7419976000001,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
162,0,162,0,114.7581754999992,,,,,,,,,,,,,,,,,114.74383569999918,163,red,red,1.0,m,114.7581754999992,114.7581754999992,115.2034724999994,c,0.5480918999994169,0.0,0.4284378000011202,,0.0,c,0,0.4284378000011202,None,115.20858469999985,0.0006609000010939781,0.0006609000010939781,0.11105610000049637,115.32546469999943,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
163,0,163,0,115.34653299999991,,,,,,,,,,,,,,,,,115.32728289999977,164,yellow,blue,0.0,l,115.34653299999991,115.34653299999991,115.8861197999995,nan,0.5480918999994169,0.0,,,0.05,None,0,,,115.88996459999908,0.0006047999995644204,0.0006047999995644204,0.04468470000028901,115.95398380000006,115.90137370000048,115.90137370000048,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
164,0,164,0,115.97111980000045,,,,,,,,,,,,,,,,,115.95579369999905,165,blue,blue,1.0,l,115.97111980000045,115.97111980000045,116.56969670000035,nan,0.5980918999994169,0.0,,,0.0,None,0,,,116.57358840000052,0.0007851000009395648,0.0007851000009395648,0.044415899999876274,116.63332330000048,116.58464249999997,116.58464249999997,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
165,0,165,0,116.65338909999991,,,,,,,,,,,,,,,,,116.63544209999964,166,green,green,1.0,c,116.65338909999991,116.65338909999991,117.05328279999958,c,0.5980918999994169,1.0,0.38489040000058594,0.38489040000058594,0.0,c,1,0.38489040000058594,None,117.05828309999924,0.0005757999988418305,0.0005757999988418305,0.2030464999988908,117.26643460000014,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
166,0,166,0,117.28349159999925,,,,,,,,,,,,,,,,,117.26798310000049,167,yellow,blue,0.0,l,117.28349159999925,117.28349159999925,117.67066700000032,m,0.5980918999994169,0.0,0.3775434999988647,,0.05,m,0,0.3775434999988647,None,117.67534469999919,0.0006826999997429084,0.0006826999997429084,0.2117353000012372,117.89237390000017,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
167,0,167,0,117.90680099999918,,,,,,,,,,,,,,,,,117.89383559999987,168,red,red,1.0,m,117.90680099999918,117.90680099999918,118.35424330000023,m,0.648091899999417,1.0,0.43086550000043644,0.43086550000043644,0.0,m,1,0.43086550000043644,None,118.36024480000015,0.0007159999986470211,0.0007159999986470211,0.20668499999919732,118.57180589999916,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
168,0,168,0,118.58442560000003,,,,,,,,,,,,,,,,,118.57328179999968,169,yellow,yellow,1.0,s,118.58442560000003,118.58442560000003,118.96953600000052,s,0.648091899999417,1.0,0.37376750000112224,0.37376750000112224,0.0,s,1,0.37376750000112224,None,118.97202169999946,0.00033959999927901663,0.00033959999927901663,0.26241920000029495,119.25248499999907,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
169,0,169,0,119.26771960000042,,,,,,,,,,,,,,,,,119.25360039999941,170,green,red,0.0,m,119.26771960000042,119.26771960000042,119.7705905999992,m,0.648091899999417,1.0,0.4989417999986472,0.4989417999986472,-0.05,m,1,0.4989417999986472,None,119.77600419999908,0.0008584999995946418,0.0008584999995946418,0.1388515999988158,119.92039250000016,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
170,0,170,0,119.93358780000017,,,,,,,,,,,,,,,,,119.92214199999944,171,red,red,1.0,m,119.93358780000017,119.93358780000017,120.45305310000003,m,0.5980918999994169,1.0,0.5100332000001799,0.5100332000001799,0.0,m,1,0.5100332000001799,None,120.4589089000001,0.0007770000011078082,0.0007770000011078082,0.07932179999988875,120.53986359999908,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
171,0,171,0,120.56655949999913,,,,,,,,,,,,,,,,,120.54227549999996,172,yellow,green,0.0,c,120.56655949999913,120.56655949999913,121.02046630000041,c,0.5980918999994169,1.0,0.45144690000051924,0.45144690000051924,-0.05,c,1,0.45144690000051924,None,121.02550530000008,0.0006935000001249136,0.0006935000001249136,0.1347446999989188,121.16525030000048,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
172,0,172,0,121.1754063999997,,,,,,,,,,,,,,,,,121.16676259999986,173,red,red,1.0,m,121.1754063999997,121.1754063999997,121.71995980000065,nan,0.5480918999994169,0.0,,,0.0,None,0,,,121.72344429999976,0.0006186000009620329,0.0006186000009620329,0.04409500000110711,121.78395139999884,121.73428760000024,121.73428760000024,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
173,0,173,0,121.80279999999948,,,,,,,,,,,,,,,,,121.78596350000043,174,green,yellow,0.0,s,121.80279999999948,121.80279999999948,122.27002209999955,s,0.5480918999994169,1.0,0.45312449999983073,0.45312449999983073,-0.05,s,1,0.45312449999983073,None,122.27641790000052,0.0009850999995251186,0.0009850999995251186,0.08541009999862581,122.36331570000038,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
174,0,174,0,122.38335489999918,,,,,,,,,,,,,,,,,122.3650787000006,175,blue,blue,1.0,l,122.38335489999918,122.38335489999918,122.82001949999903,l,0.4980918999994169,1.0,0.43145170000025246,0.43145170000025246,0.0,l,1,0.43145170000025246,None,122.8270322999997,0.0008713000006537186,0.0008713000006537186,0.05631800000082876,122.89311839999937,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
175,0,175,0,122.90918149999925,,,,,,,,,,,,,,,,,122.8947477999991,176,yellow,red,0.0,m,122.90918149999925,122.90918149999925,123.40286819999892,nan,0.4980918999994169,0.0,,,0.05,None,0,,,123.406375999999,0.0006754999994882382,0.0006754999994882382,0.04460590000053344,123.46386940000048,123.41757309999957,123.41757309999957,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
176,0,176,0,123.48049290000017,,,,,,,,,,,,,,,,,123.46565220000048,177,red,blue,0.0,l,123.48049290000017,123.48049290000017,124.01878720000059,nan,0.5480918999994169,0.0,,,0.05,None,0,,,124.0210418000006,0.0005054000012023607,0.0005054000012023607,0.04657419999966805,124.08320239999921,124.03396199999952,124.03396199999952,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
177,0,177,0,124.0968085000004,,,,,,,,,,,,,,,,,124.08489980000013,178,blue,blue,1.0,l,124.0968085000004,124.0968085000004,124.58679669999947,l,0.5980918999994169,1.0,0.4872785000006843,0.4872785000006843,0.0,l,1,0.4872785000006843,None,124.59187600000041,0.000769899999795598,0.000769899999795598,0.09933020000062243,124.69556659999944,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
178,0,178,0,124.7056649999995,,,,,,,,,,,,,,,,,124.69682429999921,179,red,red,1.0,m,124.7056649999995,124.7056649999995,125.23614769999949,m,0.5980918999994169,1.0,0.5265397000002849,0.5265397000002849,0.0,m,1,0.5265397000002849,None,125.24306839999917,0.0008144000003085239,0.0008144000003085239,0.06205679999948188,125.3136228000003,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
179,0,179,0,125.33418650000021,,,,,,,,,,,,,,,,,125.31559689999995,180,yellow,green,0.0,c,125.33418650000021,125.33418650000021,125.87043059999996,c,0.5980918999994169,1.0,0.5213146000005509,0.5213146000005509,-0.05,c,1,0.5213146000005509,None,125.87622879999981,0.0006417000004148576,0.0006417000004148576,0.06606189999911294,125.94838890000028,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
180,0,180,0,125.97008110000024,,,,,,,,,,,,,,,,,125.95071239999925,181,green,green,1.0,c,125.97008110000024,125.97008110000024,126.50286009999945,nan,0.5480918999994169,0.0,,,0.0,None,0,,,126.50651809999908,0.0007473000005120412,0.0007473000005120412,0.044580400000995724,126.56346660000054,126.51751150000018,126.51751150000018,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
181,0,181,0,126.58490019999954,,,,,,,,,,,,,,,,,126.56545759999972,182,yellow,yellow,1.0,s,126.58490019999954,126.58490019999954,127.07018939999944,s,0.5480918999994169,1.0,0.47127830000135873,0.47127830000135873,0.0,s,1,0.47127830000135873,None,127.07629689999885,0.0007282000005943701,0.0007282000005943701,0.0674221999997826,127.14516879999974,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
182,0,182,0,127.16382049999993,,,,,,,,,,,,,,,,,127.14705099999992,183,green,blue,0.0,l,127.16382049999993,127.16382049999993,127.70252149999942,nan,0.5480918999994169,0.0,,,0.05,None,0,,,127.70620269999927,0.0008744999995542457,0.0008744999995542457,0.04452390000005835,127.7633793999994,127.71723199999906,127.71723199999906,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
183,0,183,0,127.77724719999969,,,,,,,,,,,,,,,,,127.76508119999926,184,red,red,1.0,m,127.77724719999969,127.77724719999969,127.8200883999998,l,0.5980918999994169,0.0,0.027650799998809816,,0.0,l,0,0.027650799998809816,None,127.82610869999917,0.0008206999991671182,0.0008206999991671182,0.560232999998334,128.39218699999947,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
184,0,184,0,128.4117929999993,,,,,,,,,,,,,,,,,128.39392719999887,185,yellow,yellow,1.0,s,128.4117929999993,128.4117929999993,129.00209340000038,nan,0.5980918999994169,0.0,,,0.0,None,0,,,129.00477150000006,0.00046520000068994705,0.00046520000068994705,0.04583690000072238,129.06338610000057,129.01709560000018,129.01709560000018,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
185,0,185,0,129.07377180000003,,,,,,,,,,,,,,,,,129.06465209999988,186,red,green,0.0,c,129.07377180000003,129.07377180000003,129.66892050000024,nan,0.5980918999994169,0.0,,,0.05,None,0,,,129.67233339999984,0.0007036999995762017,0.0007036999995762017,0.045426799999404466,129.73347289999947,129.68375949999972,129.68375949999972,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
186,0,186,0,129.75523880000037,,,,,,,,,,,,,,,,,129.73538869999902,187,yellow,red,0.0,m,129.75523880000037,129.75523880000037,130.30354029999944,m,0.648091899999417,1.0,0.5427823000009084,0.5427823000009084,-0.05,m,1,0.5427823000009084,None,130.30923690000054,0.0009128000001510372,0.0009128000001510372,0.09604229999968084,130.4067567000002,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
187,0,187,0,130.42129249999925,,,,,,,,,,,,,,,,,130.40845210000043,188,red,red,1.0,m,130.42129249999925,130.42129249999925,130.93596199999956,m,0.5980918999994169,1.0,0.5025109999987762,0.5025109999987762,0.0,m,1,0.5025109999987762,None,130.94141879999916,0.0006106000000727363,0.0006106000000727363,0.08487179999974614,131.03083259999948,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
188,0,188,0,131.0428477000005,,,,,,,,,,,,,,,,,131.0320367000004,189,green,blue,0.0,l,131.0428477000005,131.0428477000005,131.5204262999996,l,0.5980918999994169,1.0,0.4711838000002899,0.4711838000002899,-0.05,l,1,0.4711838000002899,None,131.526499399999,0.0006317000006674789,0.0006317000006674789,0.1163728000010451,131.64866389999952,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
189,0,189,0,131.66677960000015,,,,,,,,,,,,,,,,,131.65078580000045,190,blue,yellow,0.0,s,131.66677960000015,131.66677960000015,132.18672060000063,s,0.5480918999994169,1.0,0.5101494000009552,0.5101494000009552,-0.05,s,1,0.5101494000009552,None,132.19260980000035,0.000782900000558584,0.000782900000558584,0.04144280000036815,132.25352740000017,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
190,0,190,0,132.27476559999923,,,,,,,,,,,,,,,,,132.2554968000004,191,green,green,1.0,c,132.27476559999923,132.27476559999923,132.7544395999994,c,0.4980918999994169,1.0,0.4762465000003431,0.4762465000003431,0.0,c,1,0.4762465000003431,None,132.76047239999934,0.0007602000005135778,0.0007602000005135778,0.04032059999917692,132.81326380000064,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
191,0,191,0,132.83791960000053,,,,,,,,,,,,,,,,,132.81535280000026,192,yellow,blue,0.0,l,132.83791960000053,132.83791960000053,133.3347864999996,nan,0.4980918999994169,0.0,,,0.05,None,0,,,133.3376907999991,0.0004891999997198582,0.0004891999997198582,0.04591240000081598,133.40297309999914,133.35024630000044,133.35024630000044,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
192,0,192,0,133.42234300000018,,,,,,,,,,,,,,,,,133.4051202999999,193,blue,green,0.0,c,133.42234300000018,133.42234300000018,133.96807909999916,nan,0.5480918999994169,0.0,,,0.05,None,0,,,133.97138809999888,0.0005997999996907311,0.0005997999996907311,0.04572659999939788,134.03526310000052,133.98343319999913,133.98343319999913,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
193,0,193,0,134.05588549999993,,,,,,,,,,,,,,,,,134.0371809999997,194,yellow,yellow,1.0,s,134.05588549999993,134.05588549999993,134.65209089999917,nan,0.5980918999994169,0.0,,,0.0,None,0,,,134.65582209999957,0.000638999999864609,0.000638999999864609,0.044335500000670436,134.712841999999,134.66681289999906,134.66681289999906,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
194,0,194,0,134.7272542999999,,,,,,,,,,,,,,,,,134.71473239999978,195,blue,green,0.0,c,134.7272542999999,134.7272542999999,135.31773839999914,nan,0.5980918999994169,0.0,,,0.05,None,0,,,135.32123370000045,0.0006094000000302913,0.0006094000000302913,0.04545150000012654,135.38323169999967,135.33340429999953,135.33340429999953,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
195,0,195,0,135.39520690000063,,,,,,,,,,,,,,,,,135.38441799999964,196,yellow,yellow,1.0,s,135.39520690000063,135.39520690000063,135.9846448999997,c,0.648091899999417,0.0,0.5796276999990368,,0.0,c,0,0.5796276999990368,None,135.9871463999989,0.0003400000005058246,0.0003400000005058246,0.057495200000630575,136.05926109999928,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
196,0,196,0,136.07124459999977,,,,,,,,,,,,,,,,,136.06052509999972,197,red,green,0.0,c,136.07124459999977,136.07124459999977,136.7173230999997,nan,0.648091899999417,0.0,,,0.05,None,0,,,136.71892829999888,0.00039340000148513354,0.00039340000148513354,0.04791000000113854,136.783758399999,136.73321120000037,136.73321120000037,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
197,0,197,0,136.7970623000001,,,,,,,,,,,,,,,,,136.78527609999946,198,green,red,0.0,m,136.7970623000001,136.7970623000001,137.48421380000036,nan,0.698091899999417,0.0,,,0.05,None,0,,,137.48631029999888,0.00038979999953880906,0.00038979999953880906,0.04712660000041069,137.55320699999902,137.49993410000025,137.49993410000025,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
198,0,198,0,137.57011409999905,,,,,,,,,,,,,,,,,137.5547993,199,blue,blue,1.0,l,137.57011409999905,137.57011409999905,138.15315310000005,l,0.748091899999417,1.0,0.5802516000003379,0.5802516000003379,0.0,l,1,0.5802516000003379,None,138.1590913,0.0007141999994928483,0.0007141999994928483,0.15795690000049945,138.31865379999908,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
199,0,199,0,138.3392115000006,,,,,,,,,,,,,,,,,138.3205586999993,200,yellow,red,0.0,m,138.3392115000006,138.3392115000006,138.81921189999957,c,0.748091899999417,0.0,0.46802260000004026,,0.05,c,0,0.46802260000004026,None,138.823215299999,0.0005841000001964858,0.0005841000001964858,0.26913190000050236,139.09782280000036,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
200,0,200,0,139.11190820000047,,,,,,,,,,,,,,,,,139.0999111000001,201,blue,blue,1.0,l,139.11190820000047,139.11190820000047,139.7030816000006,l,0.7980918999994171,1.0,0.5756651000010606,0.5756651000010606,0.0,l,1,0.5756651000010606,None,139.70888100000047,0.0007831999992049532,0.0007831999992049532,0.21304520000012417,139.9234790999999,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
201,0,201,0,139.9477122999997,,,,,,,,,,,,,,,,,139.9252637999998,202,yellow,green,0.0,c,139.9477122999997,139.9477122999997,140.4357091999991,c,0.7980918999994171,1.0,0.46989709999979823,0.46989709999979823,-0.05,c,1,0.46989709999979823,None,140.4403401999989,0.0005258000001049368,0.0005258000001049368,0.3169330999990052,140.76173689999996,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
202,0,202,0,140.7739934000001,,,,,,,,,,,,,,,,,140.76383390000046,203,red,red,1.0,m,140.7739934000001,140.7739934000001,141.31986150000012,m,0.748091899999417,1.0,0.5381234000014956,0.5381234000014956,0.0,m,1,0.5381234000014956,None,141.32613689999926,0.0008313999987876741,0.0008313999987876741,0.20031790000030014,141.53227680000055,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
203,0,203,0,141.54488540000057,,,,,,,,,,,,,,,,,141.53399539999918,204,blue,blue,1.0,l,141.54488540000057,141.54488540000057,142.0522557000004,l,0.748091899999417,1.0,0.502245400000902,0.502245400000902,0.0,l,1,0.502245400000902,None,142.05769150000015,0.0006164999995235121,0.0006164999995235121,0.23675010000079055,142.30097709999973,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
204,0,204,0,142.3213899000002,,,,,,,,,,,,,,,,,142.30300960000022,205,yellow,green,0.0,c,142.3213899000002,142.3213899000002,142.78568369999994,c,0.748091899999417,1.0,0.4463876000008895,0.4463876000008895,-0.05,c,1,0.4463876000008895,None,142.7903310999991,0.0007601999986945884,0.0007601999986945884,0.29115079999974114,143.08688690000054,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
205,0,205,0,143.1023796999998,,,,,,,,,,,,,,,,,143.0885613999999,206,red,red,1.0,m,143.1023796999998,143.1023796999998,143.56923599999936,m,0.698091899999417,1.0,0.4594206000001577,0.4594206000001577,0.0,m,1,0.4594206000001577,None,143.57594160000008,0.0007748999996692874,0.0007748999996692874,0.2279407000005449,143.80843939999977,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
206,0,206,0,143.82222510000065,,,,,,,,,,,,,,,,,143.81023199999981,207,blue,yellow,0.0,s,143.82222510000065,143.82222510000065,144.41795830000046,s,0.698091899999417,1.0,0.582898099999511,0.582898099999511,-0.05,s,1,0.582898099999511,None,144.42189959999996,0.0003882000000885455,0.0003882000000885455,0.10437830000046233,144.53409569999894,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
207,0,207,0,144.54943880000064,,,,,,,,,,,,,,,,,144.53528740000002,208,green,red,0.0,m,144.54943880000064,144.54943880000064,145.18513059999896,nan,0.648091899999417,0.0,,,0.05,None,0,,,145.18888399999923,0.0007036999995762017,0.0007036999995762017,0.04442930000004708,145.2537580999997,145.19994740000038,145.19994740000038,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
208,0,208,0,145.27021029999923,,,,,,,,,,,,,,,,,145.2555752999997,209,red,red,1.0,m,145.27021029999923,145.27021029999923,145.80213639999965,m,0.698091899999417,1.0,0.5220186000005924,0.5220186000005924,0.0,m,1,0.5220186000005924,None,145.80779599999914,0.0006511999999929685,0.0006511999999929685,0.16628599999967264,145.97949659999904,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
209,0,209,0,145.99679780000042,,,,,,,,,,,,,,,,,145.9811583999999,210,blue,blue,1.0,l,145.99679780000042,145.99679780000042,146.68499039999915,nan,0.698091899999417,0.0,,,0.0,None,0,,,146.68832850000035,0.0007728000000497559,0.0007728000000497559,0.04520149999916612,146.75353369999902,146.69971389999955,146.69971389999955,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
210,0,210,0,146.77552189999915,,,,,,,,,,,,,,,,,146.75523799999974,211,yellow,red,0.0,m,146.77552189999915,146.77552189999915,147.41922429999977,m,0.698091899999417,1.0,0.6261189000015293,0.6261189000015293,-0.05,m,1,0.6261189000015293,None,147.4250806,0.0006831000009697163,0.0006831000009697163,0.06251400000110152,147.49372089999997,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
211,0,211,0,147.51403589999973,,,,,,,,,,,,,,,,,147.49561119999998,212,green,green,1.0,c,147.51403589999973,147.51403589999973,148.1186359000003,c,0.648091899999417,1.0,0.589771799999653,0.589771799999653,0.0,c,1,0.589771799999653,None,148.1239953000004,0.0006712000013067154,0.0006712000013067154,0.0464073000002827,148.187227299999,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
212,0,212,0,148.20508320000044,,,,,,,,,,,,,,,,,148.1890299000006,213,blue,blue,1.0,l,148.20508320000044,148.20508320000044,148.78558870000052,l,0.648091899999417,1.0,0.5690765999988798,0.5690765999988798,0.0,l,1,0.5690765999988798,None,148.79100800000015,0.0006351000010909047,0.0006351000010909047,0.06968679999954475,148.86677099999906,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
213,0,213,0,148.8825825999993,,,,,,,,,,,,,,,,,148.86853379999957,214,red,green,0.0,c,148.8825825999993,148.8825825999993,149.5182894999998,nan,0.648091899999417,0.0,,,0.05,None,0,,,149.52168119999988,0.0008378000002267072,0.0008378000002267072,0.044807300000684336,149.58381729999928,149.53256800000054,149.53256800000054,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
214,0,214,0,149.60266050000064,,,,,,,,,,,,,,,,,149.58561530000043,215,blue,blue,1.0,l,149.60266050000064,149.60266050000064,150.21852939999917,l,0.698091899999417,1.0,0.6082990000013524,0.6082990000013524,0.0,l,1,0.6082990000013524,None,150.22348149999925,0.0007729000008112052,0.0007729000008112052,0.07963510000081442,150.309030299999,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
215,0,215,0,150.32347970000046,,,,,,,,,,,,,,,,,150.31079529999988,216,red,red,1.0,m,150.32347970000046,150.32347970000046,150.90188549999948,m,0.698091899999417,1.0,0.5758542000003217,0.5758542000003217,0.0,m,1,0.5758542000003217,None,150.90569850000065,0.0005684999996447004,0.0005684999996447004,0.11326120000012452,151.02517389999957,,,,,,,,,,,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.02532599999904,151.06254810000064,151.06254810000064,151.06254810000064,151.80408609999904,space,0.730971099999806,None,01,2025-08-21_13h48.29.437,adaptiveStroop,2023.2.1,59.983360615849456,2025-08-21 13h48.52.437684 +0100,
